text,vulgar,threat,insult,neutral
রিমান্ড দিলে সবই বেরিয়ে আসবে,0,1,0,0
সামনে পিছনে ঠিক ছিলো।,0,0,0,1
ঐ রক্ত এখন প্রবাহিত,0,0,0,1
বহুত আগে খাওয়া দাওয়া হয়ে গেছে।,0,0,0,1
টাকলু মামা তো সেঞ্চুরি করছে মৌসুমি মাহি এই মালে তার পরে আরো আছে,1,0,0,0
খাওয়া শেষ,0,0,0,1
খোঁজ নিলে মিল্লে মিলতে পারে তেল ছাড়া দিসে লারা,1,0,0,0
সত্যিই মনে হয় লাগাইছে,1,0,0,0
নিকোল এর হাসি প্রশ্নের উত্তর কিন্তু দিয়ে দিছে,0,0,0,1
এই জন্য এত টান গো,0,0,0,1
যেহেতু নিজে বলেছেন নিকোলের বিষয়টা তিনি দেখছেন তাহলে আপনারা লিংকে জন্য অপেক্ষা করতে পারেন।,0,0,0,1
কেউ বাদ রাখে নাই ভাই,0,0,0,1
মুরাদের বান্ধবী,0,0,0,1
মনে হয় না উনি ঠিক ছিলেন,0,0,0,1
টাকলু ব্যাক সাইডের খেলোয়াড়,1,0,0,0
সামনে না পেছনে,0,0,0,1
যত বড় নিপল নয় তত বড় কথা,1,0,1,0
সামনে পিছে মুরাদিয় শুভেচ্ছা,1,0,0,0
কি খুলে বলবে,0,0,0,1
ছবি দেখে মনে হচ্ছে খুশি ছিল,0,0,0,1
অলরেডি মনে খুলে দিছে,1,0,0,0
ওদের রাতের খাবার ছিলো,1,0,0,0
আমি এটা বিশ্বাস করি না,0,0,0,1
আমি কিছু কইতাম না,0,0,0,1
সামনে পিছনে ফুটা করা মেয়ে নাকি আপুটা,1,0,0,0
উনি সামনে পিছে ছাড়াও উপরেও চাচ্ছিল,1,0,0,0
সেটা তো খোঁজ নিয়ে দেখা দরকার,0,0,0,1
এ তাকে কি করছে,0,0,0,1
মুরাদে কিছু এমনেই করে নাই হালকা লবন ছেয়েছে্।,0,0,0,1
কঠিন খেলোয়াড়,0,0,0,1
টাকলু কিন্তু পিচন থেকে খেলতে পচন্দ করে,1,0,0,0
সামনে পিছে ধাক্কাধাক্কি,0,0,0,1
ওই জিনিস যাই ছিল তাই আছে স্বামী টের পায়নি,1,0,0,0
তার ওই বিষয় নিয়া কথা বলা আপনার ছোট মনমানসিকতার পরিচয়।,0,0,1,0
হামীম রে কেও ট্যাগ দেন।,0,0,0,1
যোগ্য লোক নেতৃত্বে থাকলে পরিবর্তন হবে এটাই স্বাভাবিক,0,0,0,1
চমৎকার তোমরা যা দেখাচ্ছো অসাধারণ।,0,0,0,1
আলহামদুলিল্লাহ এইভাবে বাংলাদেশের পুরো স্বাস্থ্য খাতটা যদি উন্নতি হতো অন্তত আমার চিকিৎসাটা আমি সঠিক ভাবে পেতাম,0,0,0,1
আলহামদুলিল্লাহ শিবিরের মতো করে যদি জামায়াতে ইসলামী রাষ্ট্র পরিচালনার দায়িত্ব পায় তাহলে বাংলাদেশের চেহারায় চেঞ্জ হয়ে যাবে ইনশাআল্লাহ।,0,0,0,1
আমাদের চমৎকার কাজগুলোই আমাদের হাতিয়ার,0,0,0,1
"আলহামদুলিল্লাহ ঢাকা বিশ্ববিদ্যালয় রত্ন চিনতে ভুল করে নাই, ছাএশিবির মানে ব্রান্ড",0,0,0,1
আলহামদুলিল্লাহ কি চমৎকার পরিবর্তন ৫৩ বছরের ইতিহাসে এই আমূল বদলে যাওয়া একটা নতুন অধ্যায়ের সূচনা,0,0,0,1
আগামী বছর যেন মানুষ মনে রাখে এমন কাজ করতে হবে।,0,0,0,1
ডাকসু শিক্ষার্থীদের জন্য কি করেছে,0,0,0,1
সবচেয়ে গুরুত্বপূর্ণ একটা সমস্যা ছিলো নাপা সেন্টারটা পরিবর্তন করা,0,0,0,1
মাশাল্লাহ ঢাকা বিশ্ববিদ্যালয়ের ৫৩ বছর ইতিহাসে এরকম অমুল পরিবর্তন আর কেউ করে দেখে পারে নাই তোমরা তা করে দেখিয়েছো তোমাদের উপর ঢাকসু ছাত্র ছাত্রীরা বিশ্বাস রেখেছে ভবিষ্যতেও রাখবে সামনের দিকে এগিয়ে যাও এভাবে পুরো বাংলাদেশে পরিবর্তন চাই,0,0,0,1
আমি জানি না এতে শিক্ষার্থীদের কী উপকার হলো।,0,0,0,1
